id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Sweets,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
660,2014-04-01,47,Bachelor,Single,2,47,3,18,3,17,4,5,1,3,7
661,2013-10-11,43,Basic,Single,1,7,0,76,13,158,7,1,0,1,5
662,2014-05-02,36,Bachelor,Single,0,56,93,374,104,709,80,1,0,1,3
663,2013-08-01,45,Master,Married,0,27,5,44,0,200,10,5,1,3,5
664,2012-11-12,39,Bachelor,Married,0,89,42,864,219,717,30,6,1,3,3
665,2013-05-28,61,Bachelor,Married,0,0,9,76,4,213,3,4,2,0,7
666,2014-06-09,50,Bachelor,Married,0,28,151,573,98,227,54,0,0,0,1
667,2013-05-02,24,Bachelor,Single,0,92,47,197,55,202,42,3,0,10,4
668,2012-10-10,55,Bachelor,Single,0,93,28,100,120,407,74,4,2,0,3
669,2012-08-17,57,Bachelor,Divorced,0,37,0,133,0,789,28,3,0,0,7
670,2014-03-23,42,Bachelor,Single,0,41,27,159,58,399,8,4,1,3,2
671,2013-04-13,41,HighSchool,Divorced,1,48,0,2,0,14,0,1,0,1,8
672,2012-08-04,37,Master,Married,1,90,9,121,12,152,12,2,0,1,8
673,2013-07-03,50,Bachelor,Married,0,38,53,98,81,512,179,3,0,2,5
674,2014-05-28,58,Doctorate,Divorced,0,3,6,37,0,292,3,4,1,0,7
675,2013-03-12,50,Bachelor,Married,1,6,1,3,0,9,4,2,0,1,6
676,2013-07-04,39,HighSchool,Married,0,89,4,18,6,36,2,4,1,2,7
677,2014-01-06,56,HighSchool,Divorced,0,61,47,267,62,515,66,0,0,0,3
678,2013-01-12,48,HighSchool,Single,1,4,40,469,80,448,0,6,1,3,7
679,2013-08-15,41,Bachelor,Divorced,1,83,5,61,3,67,8,0,0,1,5
680,2012-09-28,65,Bachelor,Married,0,53,69,279,54,965,41,6,4,1,7
681,2012-12-22,39,Doctorate,Married,0,57,0,217,0,1048,0,1,0,1,6
682,2012-11-23,43,Doctorate,Married,0,82,0,24,6,462,0,2,0,1,7
683,2013-10-16,32,HighSchool,Married,1,10,2,18,3,16,0,2,0,6,8
684,2013-10-25,44,Bachelor,Married,0,19,197,170,58,331,152,4,0,2,1
685,2013-10-17,68,Bachelor,Married,0,47,24,746,94,1276,29,4,2,0,3
686,2013-04-23,60,HighSchool,Married,0,17,17,413,23,1239,34,4,1,0,2
687,2012-08-18,40,Bachelor,Married,1,86,0,27,0,57,0,2,0,1,8
688,2013-11-03,54,HighSchool,Married,0,46,11,178,62,273,83,5,1,3,6
689,2013-04-13,43,Bachelor,Married,1,22,1,22,3,39,4,4,1,2,7
690,2013-12-24,48,HighSchool,Single,1,36,2,5,2,4,0,3,0,2,6
691,2013-04-24,53,HighSchool,Married,1,65,6,92,3,112,9,2,0,1,4
692,2012-08-19,41,Basic,Single,1,26,15,35,25,138,11,2,0,1,9
693,2012-09-22,62,Bachelor,Married,0,31,44,499,95,778,73,4,1,0,7
694,2012-10-27,34,Bachelor,Single,1,51,48,214,13,230,32,2,0,7,9
695,2013-07-23,47,Bachelor,Married,0,35,7,61,10,691,0,2,0,1,8
696,2014-01-21,57,HighSchool,Married,0,52,114,445,181,407,165,3,0,0,1
697,2013-05-08,30,HighSchool,Single,1,32,10,56,3,76,1,1,0,2,8
698,2013-07-19,64,Master,Divorced,0,45,5,82,7,494,0,0,0,0,7
699,2012-08-30,48,HighSchool,Married,0,81,134,384,175,1132,134,3,0,2,7
700,2013-10-23,52,Bachelor,Single,0,79,1,54,13,104,9,4,1,2,5
701,2012-09-17,31,Bachelor,Married,1,1,3,8,7,13,4,1,0,4,9
702,2014-05-01,23,HighSchool,Married,0,7,117,678,134,530,44,2,0,5,1
703,2013-02-15,40,HighSchool,Married,0,80,61,83,97,162,57,2,0,1,5
704,2012-08-03,59,HighSchool,Married,0,86,72,98,136,176,21,4,2,0,5
705,2012-11-10,45,Bachelor,Married,0,32,40,175,158,957,53,5,1,3,5
706,2014-02-28,58,Master,Divorced,0,13,24,11,16,4,1,6,4,0,6
707,2012-10-29,60,Bachelor,Married,1,7,2,56,0,194,0,2,0,0,8
708,2013-07-11,54,Bachelor,Married,0,23,0,27,10,352,0,3,0,2,6
709,2013-07-08,29,HighSchool,Married,1,10,0,10,2,30,0,2,0,5,7
710,2012-10-11,51,HighSchool,Married,0,90,30,399,60,1013,46,0,0,0,6
711,2013-10-01,50,Bachelor,Married,0,89,45,73,59,171,10,4,1,2,4
712,2013-03-03,66,Bachelor,Married,0,56,86,454,112,1493,43,5,2,0,2
713,2013-02-17,43,Bachelor,Married,1,46,10,92,19,56,7,4,1,2,5
714,2014-01-22,47,Bachelor,Married,1,9,14,77,19,234,10,1,0,1,5
715,2013-04-20,36,Master,Married,0,59,172,183,185,386,132,4,1,3,5
716,2013-03-08,54,Bachelor,Married,1,48,72,270,36,505,27,5,1,3,5
717,2013-11-23,23,Bachelor,Single,1,10,4,14,8,6,8,1,0,5,8
718,2013-04-13,41,HighSchool,Married,1,48,0,2,0,14,0,5,1,3,8
719,2012-12-28,56,Bachelor,Married,0,77,1,7,23,6,4,3,0,0,8
720,2013-01-11,62,HighSchool,Married,0,78,17,118,7,424,23,5,2,0,8
721,2014-03-24,42,HighSchool,Single,1,63,0,4,0,5,0,1,0,1,8
722,2012-10-05,55,Bachelor,Married,0,78,50,142,33,571,50,6,4,1,2
723,2013-05-22,45,Basic,Divorced,0,45,0,447,23,1253,71,3,0,2,8
724,2012-10-04,49,Bachelor,Married,1,49,2,10,0,27,0,3,0,2,8
725,2012-12-12,46,Bachelor,Married,0,6,64,785,84,561,128,1,0,1,1
726,2014-04-05,37,HighSchool,Single,0,22,1,9,2,29,0,2,0,2,3
727,2013-05-04,36,Bachelor,Married,1,79,2,11,3,16,0,2,0,1,8
728,2013-10-25,33,Bachelor,Married,0,54,54,348,71,587,54,1,0,4,2
729,2013-05-07,61,Bachelor,Married,1,97,15,287,20,1279,0,4,1,0,5
730,2013-04-15,64,HighSchool,Single,0,57,12,23,8,37,11,5,2,0,7
731,2013-11-15,56,HighSchool,Married,0,82,61,480,225,194,112,7,5,1,2
732,2013-07-29,67,Bachelor,Divorced,0,57,70,118,182,774,187,6,4,0,1
733,2012-08-03,60,Bachelor,Single,0,9,3,100,26,219,0,8,7,1,8
734,2014-06-19,63,Bachelor,Married,0,13,0,8,0,53,0,5,3,0,5
735,2012-11-29,37,HighSchool,Married,0,99,38,701,149,267,165,0,0,0,3
736,2014-01-01,64,Master,Divorced,2,96,5,48,6,48,10,4,2,0,6
737,2012-08-13,58,HighSchool,Married,0,53,5,39,17,204,0,6,3,0,8
738,2014-01-12,51,Doctorate,Married,1,49,1,9,2,5,0,1,0,1,7
739,2013-05-12,39,HighSchool,Married,0,65,26,640,180,311,37,4,0,2,2
740,2014-01-28,33,HighSchool,Single,1,20,3,115,16,172,0,0,0,2,8
741,2014-04-15,61,Bachelor,Married,0,14,15,171,142,459,23,3,1,0,2
742,2014-01-04,41,Basic,Married,1,94,0,29,0,29,5,5,1,3,5
743,2012-12-07,45,HighSchool,Married,1,19,0,4,0,12,0,3,0,2,7
744,2013-02-03,63,Bachelor,Married,1,9,2,71,3,177,2,5,2,0,8
745,2013-10-04,43,Basic,Married,0,98,15,414,99,997,30,3,0,2,2
746,2012-08-21,45,Bachelor,Married,0,71,10,143,13,853,10,4,1,2,8
747,2012-10-15,47,Bachelor,Married,1,80,0,23,0,158,0,2,0,2,8
748,2012-09-29,24,Bachelor,Single,0,27,91,399,0,605,45,1,0,5,3
749,2014-04-16,64,Master,Married,0,37,4,5,6,0,0,5,2,0,3
750,2013-10-02,46,Bachelor,Married,1,30,0,50,6,154,11,1,0,1,6
751,2013-05-27,39,Bachelor,Married,1,4,4,30,3,173,6,4,1,2,7
752,2013-06-04,37,Bachelor,Single,1,39,7,15,13,4,9,2,0,1,6
753,2013-01-09,28,Bachelor,Single,0,94,2,3,4,0,1,0,0,0,6
754,2012-11-13,58,Bachelor,Married,0,42,48,350,94,652,84,4,1,0,5
755,2014-03-03,63,Bachelor,Married,0,8,2,6,0,216,0,3,0,0,7
756,2013-03-15,56,Bachelor,Married,0,11,0,22,2,159,1,8,7,1,7
757,2014-06-24,49,Bachelor,Married,0,51,0,3,0,61,0,2,0,2,5
758,2013-03-01,32,Bachelor,Divorced,0,14,3,14,15,3,21,2,0,7,9
759,2013-10-11,50,HighSchool,Married,2,60,3,77,10,292,3,7,1,4,7
760,2014-03-03,47,Bachelor,Single,0,63,0,28,0,447,0,4,1,2,7
761,2014-05-12,64,HighSchool,Married,0,60,72,567,94,483,12,4,1,0,1
762,2013-01-17,44,Doctorate,Married,0,58,172,961,125,576,115,5,1,3,3
763,2014-02-07,44,Bachelor,Married,0,73,0,24,6,458,4,3,0,2,6
764,2014-03-23,50,Bachelor,Divorced,0,73,5,28,7,213,7,3,0,2,5
765,2014-04-02,53,Bachelor,Single,0,28,31,558,62,861,95,3,0,2,2
766,2014-06-19,46,Bachelor,Married,1,17,1,10,2,24,0,2,0,1,5
767,2012-10-01,66,Basic,Married,1,3,0,45,0,1099,0,6,4,1,8
768,2012-10-31,45,Bachelor,Single,1,13,1,5,2,4,0,3,0,2,8
769,2012-12-08,58,HighSchool,Married,0,76,2,12,2,107,2,6,3,0,20
770,2012-09-22,61,Bachelor,Married,0,55,14,397,76,941,58,2,0,0,6
771,2012-08-10,27,Bachelor,Divorced,0,95,19,832,75,456,118,1,0,4,3
772,2014-01-11,39,Bachelor,Single,0,63,1,31,2,81,1,0,0,0,2
773,2013-12-02,39,Doctorate,Married,0,77,162,387,106,225,36,8,2,4,3
774,2012-10-05,30,Bachelor,Married,0,68,44,534,17,347,0,3,0,8,2
775,2013-01-08,46,HighSchool,Married,2,38,0,5,0,11,0,4,1,2,8
776,2012-08-04,34,Bachelor,Married,1,81,8,125,11,746,8,2,0,6,6
777,2012-08-31,27,HighSchool,Single,0,90,134,768,150,864,38,1,0,2,3
778,2013-08-26,34,Bachelor,Single,1,16,7,5,26,0,2,2,0,7,7
779,2014-02-10,26,Bachelor,Single,1,78,9,27,16,31,9,2,0,6,3
780,2014-02-07,39,Bachelor,Married,1,82,6,21,11,34,4,3,0,2,6
781,2012-09-12,41,HighSchool,Married,0,26,0,106,49,98,10,6,1,3,6
782,2013-08-09,47,HighSchool,Married,0,57,84,141,73,387,35,2,0,1,2
783,2014-05-05,60,Bachelor,Married,0,56,14,64,2,95,9,1,0,0,7
784,2012-09-23,60,Master,Married,0,65,21,530,32,1060,0,3,0,0,3
785,2014-01-14,32,HighSchool,Married,0,93,31,446,40,255,56,0,0,0,1
786,2013-06-11,42,HighSchool,Single,0,29,11,119,10,243,3,5,1,3,4
787,2013-06-27,50,Bachelor,Married,0,64,0,88,19,378,4,2,0,1,7
788,2013-02-13,51,HighSchool,Single,0,68,0,31,4,315,0,0,0,0,8
789,2013-06-09,39,HighSchool,Single,1,7,7,11,11,14,0,3,0,2,8
790,2013-07-25,38,Bachelor,Married,0,14,7,69,0,691,7,2,0,1,8
791,2013-10-20,66,Bachelor,Divorced,0,29,21,43,25,122,10,5,3,0,6
792,2013-03-12,30,Master,Single,1,88,1,29,3,13,0,3,0,9,8
793,2013-04-11,43,Bachelor,Married,1,37,2,7,0,51,1,4,0,2,7
794,2013-06-24,44,HighSchool,Single,1,17,42,309,55,267,42,7,1,4,5
795,2014-05-31,40,HighSchool,Married,0,1,174,256,50,184,30,2,0,1,2
796,2013-02-18,50,Bachelor,Divorced,0,87,33,124,40,162,28,4,1,2,1
797,2013-08-07,36,HighSchool,Divorced,1,78,3,18,0,22,0,6,1,3,7
798,2013-12-26,42,Basic,Married,1,54,3,10,12,5,7,3,0,2,7
799,2012-11-23,46,Master,Married,0,65,0,45,0,1103,0,5,1,3,8
800,2013-10-08,67,Bachelor,Married,0,52,15,69,15,269,19,1,0,0,5
801,2013-06-14,55,Basic,Married,1,55,0,10,0,11,2,3,0,0,6
802,2014-03-03,46,Master,Married,0,83,25,420,16,789,38,5,1,3,1
803,2013-03-19,27,Master,Single,1,13,34,41,73,32,16,1,0,5,7
804,2014-03-17,41,Basic,Single,0,99,6,3,7,0,6,1,0,1,8
805,2013-01-12,43,Bachelor,Married,1,49,8,16,11,15,5,0,0,0,6
806,2012-08-29,48,Bachelor,Divorced,1,77,28,353,45,650,42,4,1,2,8
807,2014-01-28,57,Doctorate,Married,0,25,0,6,2,112,1,4,2,0,6
808,2012-08-08,33,Master,Single,0,41,2,73,69,86,38,2,0,6,8
809,2014-01-21,63,Bachelor,Married,0,50,71,174,13,750,10,4,1,0,2
810,2014-04-16,57,Bachelor,Divorced,1,53,0,12,2,36,2,5,3,0,5
811,2012-09-03,36,Bachelor,Single,1,75,0,23,4,14,5,0,0,0,9
812,2014-06-15,54,Master,Married,1,10,0,3,0,5,0,5,1,3,7
813,2013-05-04,45,Bachelor,Divorced,1,23,18,26,11,3,8,5,1,3,7
814,2013-08-20,38,Bachelor,Single,0,34,20,171,65,707,60,4,0,2,5
815,2013-02-03,54,HighSchool,Single,1,9,0,46,4,65,3,4,1,3,8
816,2012-10-31,35,HighSchool,Married,0,32,129,573,216,777,21,5,1,3,4
817,2014-04-05,41,Basic,Single,0,86,12,546,78,412,182,1,0,1,1
818,2014-04-29,40,Bachelor,Married,0,96,6,52,11,143,8,3,0,2,5
819,2012-08-29,30,Bachelor,Married,1,87,4,68,7,64,5,2,0,5,8
820,2013-12-25,59,Bachelor,Married,0,85,178,178,103,184,39,3,0,0,3
821,2013-10-08,28,HighSchool,Single,1,30,4,24,16,37,9,1,0,5,9
822,2012-11-26,45,Bachelor,Married,0,61,80,428,208,575,93,4,1,2,5
823,2013-01-12,51,Bachelor,Divorced,0,77,0,69,10,691,0,2,0,1,8
824,2012-11-28,53,HighSchool,Divorced,0,84,0,85,10,675,7,1,0,1,8
825,2013-02-11,33,Bachelor,Married,1,60,4,56,2,86,4,3,0,8,9
826,2013-05-19,46,HighSchool,Married,0,74,49,157,43,581,8,5,1,3,2
827,2014-04-28,68,Basic,Divorced,0,89,0,465,46,1252,35,5,3,0,1
828,2013-01-19,52,Bachelor,Single,0,55,0,22,3,62,1,1,0,1,7
829,2012-12-18,53,HighSchool,Divorced,1,54,3,147,4,165,24,4,1,2,8
830,2014-04-13,60,Bachelor,Married,1,25,0,2,0,38,0,3,0,0,7
831,2013-11-17,70,Master,Married,0,3,53,528,98,345,75,4,2,0,4
832,2012-09-09,37,Basic,Single,1,52,4,10,29,1,0,0,0,1,6
833,2012-11-23,59,HighSchool,Married,0,78,14,717,210,556,0,3,0,0,4
834,2013-07-29,43,Bachelor,Married,1,59,4,21,6,44,0,3,0,2,7
835,2014-06-26,52,Bachelor,Divorced,0,47,84,398,205,483,84,2,0,2,1
836,2013-02-13,28,Bachelor,Single,1,25,12,11,3,4,13,1,0,5,8
837,2012-12-16,67,Bachelor,Divorced,0,79,66,119,86,847,89,7,6,1,4
838,2014-03-12,50,Bachelor,Divorced,1,22,0,9,2,105,1,0,0,0,3
839,2014-05-22,66,Bachelor,Married,0,63,0,356,63,529,28,4,2,0,3
840,2013-11-10,50,Master,Married,0,94,127,635,132,292,127,6,1,3,1
841,2013-10-25,39,Bachelor,Single,1,53,12,35,3,11,5,4,1,3,7
842,2014-01-22,31,HighSchool,Single,1,16,1,6,0,47,0,2,0,6,6
843,2012-09-22,57,HighSchool,Married,0,92,47,52,21,45,20,5,3,0,6
844,2013-05-29,66,Bachelor,Married,1,3,1,20,0,67,2,3,0,0,7
845,2012-08-03,60,Bachelor,Married,0,39,15,47,20,313,0,3,0,0,6
846,2013-07-30,34,Bachelor,Single,1,30,1,7,2,51,1,2,0,6,8
847,2014-01-23,37,HighSchool,Divorced,0,41,26,376,17,913,26,2,0,1,1
848,2013-06-22,43,Master,Married,1,2,4,22,3,38,3,1,0,1,8
849,2014-01-27,50,Bachelor,Single,0,23,12,75,33,86,15,0,0,1,4
850,2013-01-01,44,Bachelor,Married,1,8,33,60,8,199,3,3,0,2,8
851,2013-02-13,60,Bachelor,Divorced,0,31,29,131,32,302,0,3,0,0,8
852,2014-05-28,52,Bachelor,Married,1,98,0,11,0,35,0,0,0,0,7
853,2012-12-28,56,Bachelor,Divorced,0,77,1,7,23,6,4,5,2,0,8
854,2012-08-04,59,HighSchool,Married,0,91,2,7,0,3,4,4,1,0,8
855,2013-03-28,31,HighSchool,Single,1,97,0,36,15,11,5,2,0,6,7
856,2014-05-23,53,Bachelor,Single,0,85,30,415,63,292,33,1,0,1,2
857,2013-09-05,64,Bachelor,Single,0,66,107,768,33,446,196,7,5,1,2
858,2012-11-28,24,Bachelor,Single,0,18,8,22,24,8,11,1,0,3,4
859,2013-10-02,70,Master,Married,0,23,77,373,111,217,23,4,2,0,1
860,2014-06-09,56,Bachelor,Married,0,50,0,21,0,129,1,5,3,0,4
861,2012-10-28,63,HighSchool,Married,0,96,1,108,29,24,29,4,2,0,8
862,2013-02-12,39,Bachelor,Single,1,0,0,73,0,308,0,3,0,2,7
863,2013-12-11,25,Bachelor,Married,1,86,3,30,0,22,5,1,0,3,6
864,2013-05-29,46,Master,Married,0,95,21,206,102,312,92,0,0,0,5
865,2013-05-20,37,Master,Married,1,23,8,10,12,2,14,2,0,2,5
866,2014-04-25,31,Master,Married,0,67,83,216,151,274,141,1,0,4,1
867,2013-03-01,32,Master,Married,0,1,45,115,30,709,160,1,0,2,5
868,2013-01-16,42,HighSchool,Single,1,38,3,141,0,239,7,4,1,2,8
869,2013-02-11,34,Bachelor,Single,1,46,19,9,28,4,25,1,0,4,7
870,2013-07-25,33,HighSchool,Married,0,32,11,137,179,34,61,1,0,4,8
871,2014-05-12,42,Bachelor,Married,0,70,60,568,110,350,133,2,0,2,2
872,2012-08-31,51,Bachelor,Married,0,95,0,115,10,631,7,3,0,2,7
873,2014-06-22,56,Doctorate,Divorced,0,49,35,214,69,526,53,6,5,1,2
874,2012-09-15,44,Master,Married,1,18,1,42,12,96,3,5,1,3,8
875,2014-03-07,46,HighSchool,Married,0,96,17,48,23,346,13,3,0,2,6
876,2013-07-05,49,Basic,Divorced,0,98,13,91,17,538,6,6,1,3,5
877,2014-06-28,61,Bachelor,Married,0,98,28,136,75,479,14,6,4,1,6
878,2013-07-02,35,Bachelor,Single,0,42,0,6,0,31,1,4,1,2,6
879,2013-09-09,37,Bachelor,Single,1,4,8,12,8,30,8,0,0,0,5
880,2013-04-17,55,Bachelor,Married,1,86,2,9,2,6,1,6,3,0,8
881,2013-01-15,70,HighSchool,Single,0,45,168,706,80,521,76,5,3,0,2
882,2014-05-12,32,HighSchool,Single,1,16,3,23,4,26,7,0,0,1,6
883,2013-03-10,36,Master,Single,1,45,3,8,8,12,0,0,0,0,7
884,2013-01-21,45,Master,Single,0,36,181,104,202,1009,21,4,1,2,3
885,2013-08-31,41,Bachelor,Single,1,2,7,140,10,229,3,0,0,0,7
886,2012-12-23,66,Bachelor,Married,0,63,0,86,0,867,0,5,3,0,8
887,2012-12-12,40,Basic,Married,0,25,183,797,106,817,163,4,1,2,2
888,2014-02-15,55,Bachelor,Married,1,96,2,19,0,18,2,4,2,0,7
889,2013-03-26,59,HighSchool,Married,1,71,1,10,2,19,1,7,5,1,5
890,2014-04-23,51,HighSchool,Divorced,0,96,36,11,3,14,26,3,0,2,2
891,2012-12-30,44,Bachelor,Married,0,68,112,151,51,283,72,6,1,3,6
892,2013-08-17,53,Master,Divorced,0,76,0,12,0,56,0,1,0,1,7
893,2013-02-14,32,Bachelor,Single,1,30,12,59,19,29,1,2,0,7,8
894,2012-11-24,69,HighSchool,Married,0,23,22,115,59,1006,68,6,4,1,3
895,2013-06-23,45,Bachelor,Divorced,0,45,61,753,40,353,46,0,0,0,2
896,2013-07-16,63,Bachelor,Married,0,51,28,259,12,615,48,6,3,0,4
897,2012-12-06,53,HighSchool,Married,0,22,1,28,13,108,1,3,0,2,8
898,2014-01-18,39,HighSchool,Married,1,86,5,14,2,3,12,2,0,1,6
899,2014-06-22,38,Bachelor,Divorced,0,7,4,5,10,23,5,1,0,1,3
900,2014-05-07,53,Bachelor,Divorced,0,69,0,37,7,492,0,5,1,3,5
901,2012-11-18,61,Master,Divorced,0,40,5,137,26,110,23,7,5,1,7
902,2014-03-09,42,Bachelor,Married,0,61,3,15,4,365,3,5,1,3,6
903,2012-10-16,54,Bachelor,Divorced,0,48,21,118,13,918,10,4,0,2,6
904,2014-04-17,59,Bachelor,Married,0,81,1,19,2,97,0,4,1,0,3
905,2013-11-03,59,Bachelor,Divorced,0,34,8,32,7,244,2,4,1,0,4
906,2013-08-07,33,HighSchool,Married,0,9,19,403,0,1478,19,1,0,3,3
907,2014-03-08,45,Master,Married,0,63,0,2,0,35,0,5,1,3,5
908,2012-11-02,33,Bachelor,Married,0,3,193,459,205,145,26,1,0,3,2
909,2013-02-06,39,Bachelor,Single,0,42,44,561,77,768,44,2,0,2,3
910,2013-11-29,37,HighSchool,Married,1,45,2,14,0,22,1,2,0,1,7
911,2013-04-18,69,Doctorate,Divorced,0,86,9,63,2,102,9,4,1,0,6
912,2012-08-17,38,Bachelor,Married,1,56,15,108,4,244,15,4,1,2,8
913,2013-06-10,53,Bachelor,Married,0,3,1,44,6,62,5,2,0,1,4
914,2014-05-15,43,HighSchool,Married,1,21,0,6,0,14,0,5,1,3,5
915,2013-07-19,64,Bachelor,Married,0,70,27,419,90,503,139,4,1,0,7
916,2013-12-17,58,HighSchool,Single,0,95,33,255,11,495,33,3,0,0,4
917,2012-12-24,28,Basic,Married,1,71,0,6,8,2,6,1,0,2,7
918,2013-02-22,34,Bachelor,Married,0,33,114,108,179,822,137,2,0,5,3
919,2013-03-03,39,Bachelor,Married,0,84,25,142,65,553,67,2,0,1,4
920,2013-01-26,58,Master,Married,0,84,61,109,48,408,122,7,5,1,4
921,2013-07-13,56,HighSchool,Married,0,72,0,1,2,0,12,4,1,0,8
922,2013-01-02,24,Bachelor,Married,0,95,44,125,29,490,20,2,0,8,3
923,2012-12-12,35,HighSchool,Married,1,19,0,101,0,378,0,6,1,3,7
924,2012-09-03,38,Master,Married,2,28,8,107,7,173,2,5,1,3,9
925,2013-12-11,44,Bachelor,Single,1,18,1,11,0,22,5,3,0,2,8
926,2013-09-28,31,Master,Single,1,82,29,92,28,110,10,2,0,7,8
927,2013-05-15,44,Bachelor,Married,1,65,1,8,4,3,3,6,1,3,8
928,2014-06-25,46,Master,Married,0,3,81,356,106,458,50,4,1,3,2
929,2012-10-13,35,HighSchool,Single,1,46,36,234,86,186,72,4,1,2,9
930,2013-10-20,40,Bachelor,Single,0,30,1,26,2,123,0,3,0,2,7
931,2014-05-02,26,Bachelor,Single,0,87,153,612,99,957,95,2,0,7,1
932,2014-05-31,50,Bachelor,Single,1,71,9,57,20,199,21,2,0,1,4
933,2013-03-29,55,Doctorate,Single,0,19,0,23,0,233,0,4,1,0,8
934,2014-04-21,62,Bachelor,Married,0,4,1,41,6,97,2,5,3,0,7
935,2014-02-16,29,HighSchool,Divorced,1,66,1,9,3,4,0,1,0,4,8
936,2014-04-09,55,HighSchool,Married,0,29,22,388,104,434,22,5,2,0,4
937,2013-02-14,48,Basic,Married,1,94,1,9,2,25,1,2,0,1,8
938,2014-04-10,36,Bachelor,Married,1,16,1,17,0,29,3,0,0,0,8
939,2012-10-12,20,HighSchool,Single,0,42,51,631,72,594,55,1,0,4,2
940,2013-06-10,63,Basic,Married,1,51,86,249,75,480,86,4,1,0,6
941,2014-02-06,31,HighSchool,Divorced,0,56,14,322,0,1050,14,2,0,5,2
942,2012-08-31,69,HighSchool,Married,0,20,5,38,150,84,12,4,1,0,7
943,2013-06-30,32,HighSchool,Married,1,51,2,9,3,11,0,2,0,7,8
944,2013-07-14,48,Bachelor,Married,0,73,101,405,29,243,40,4,0,2,2
945,2014-03-23,33,Bachelor,Single,2,4,3,67,10,35,8,2,0,7,6
946,2013-11-27,57,Bachelor,Married,0,20,38,319,16,881,25,4,1,0,2
947,2013-08-05,65,Master,Married,1,11,6,15,12,18,8,5,3,0,5
948,2013-12-23,35,Basic,Single,0,19,32,117,34,365,110,3,0,2,2
949,2012-08-02,39,Basic,Single,0,50,97,259,197,378,194,5,1,3,4
950,2012-10-07,42,Master,Married,1,13,23,71,15,488,0,4,1,2,7
951,2013-10-03,42,Bachelor,Married,1,51,14,29,4,10,2,5,1,3,4
952,2014-04-21,50,HighSchool,Single,1,58,3,10,8,7,1,4,0,2,7
953,2013-09-15,46,HighSchool,Divorced,1,51,0,11,0,15,2,0,0,0,8
954,2013-05-14,62,HighSchool,Married,0,44,5,201,21,299,21,4,2,0,4
955,2013-09-20,47,Bachelor,Single,1,2,0,18,2,58,0,3,0,2,7
956,2012-11-01,36,Bachelor,Married,0,94,72,376,94,546,145,5,1,3,3
957,2012-12-24,58,Basic,Married,0,4,0,6,3,9,1,4,2,0,5
958,2014-05-12,45,Bachelor,Married,0,12,9,83,19,376,4,3,0,2,3
959,2014-05-08,38,Basic,Single,1,46,3,9,6,5,2,4,1,2,7
960,2012-10-23,50,Bachelor,Single,0,17,44,212,46,584,8,2,0,1,8
961,2013-02-06,52,Master,Married,1,38,6,40,3,33,7,3,0,2,7
962,2013-05-29,67,Bachelor,Married,0,54,75,162,29,476,151,7,5,1,2
963,2012-10-29,26,Bachelor,Single,1,42,0,235,19,235,4,0,0,0,8
964,2013-07-29,51,Basic,Single,0,81,61,428,80,418,51,4,1,2,5
965,2013-01-24,46,Bachelor,Married,1,67,20,25,2,15,7,5,1,3,6
966,2014-04-07,50,Bachelor,Divorced,0,41,114,254,132,635,152,6,1,3,3
967,2013-12-21,49,Master,Single,0,12,35,271,28,357,28,3,0,2,5
968,2012-12-16,44,Bachelor,Married,0,93,35,553,72,482,160,4,0,2,2
969,2013-12-06,67,HighSchool,Married,0,29,40,367,119,398,122,5,2,0,4
970,2013-12-11,56,Master,Single,1,34,0,2,0,48,0,4,2,0,7
971,2012-12-02,55,Bachelor,Married,0,1,10,38,0,283,13,4,2,0,8
972,2013-05-11,52,Basic,Married,0,56,17,44,34,112,22,4,1,3,3
973,2012-08-12,64,Master,Divorced,0,29,0,72,12,819,0,1,0,0,7
974,2013-04-23,25,HighSchool,Married,0,60,71,951,40,448,17,2,0,7,2
975,2013-06-04,63,Bachelor,Married,0,72,20,713,38,387,54,4,1,0,5
976,2014-02-19,69,Basic,Married,0,14,79,622,207,558,175,6,3,0,1
977,2012-08-17,38,Bachelor,Single,1,56,15,108,4,244,15,9,2,5,8
978,2012-09-23,55,Basic,Married,0,19,25,501,63,345,138,7,5,1,2
979,2013-03-02,42,Bachelor,Married,0,54,91,597,159,627,91,4,1,2,3
980,2013-10-21,29,HighSchool,Single,1,39,15,54,3,38,8,0,0,1,8
981,2012-12-30,56,Master,Divorced,0,37,89,102,16,1063,12,8,6,1,6
982,2013-12-14,24,Bachelor,Married,0,32,129,853,120,704,74,2,0,7,2
983,2014-02-24,40,HighSchool,Divorced,1,46,5,39,17,7,15,3,0,2,7
984,2014-06-21,49,HighSchool,Married,0,65,16,29,12,42,20,3,0,2,3
985,2012-09-18,41,HighSchool,Single,1,15,3,30,10,40,7,6,1,3,9
986,2013-01-29,63,Bachelor,Single,0,17,98,230,150,304,74,4,1,0,3
987,2013-10-21,58,Bachelor,Married,0,28,28,136,32,161,3,5,3,0,3
988,2014-04-20,32,HighSchool,Married,0,13,2,40,4,66,3,1,0,4,6
989,2013-12-17,62,Bachelor,Divorced,0,40,35,222,130,329,35,4,1,0,4
990,2013-12-31,57,Bachelor,Single,0,42,3,29,4,140,5,6,4,1,4
